Symmed by ChangmingYue,yuechangming8@gamil.com, on 2020-08-27 07:33:32.844465
          24
        27
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1
   -1   -1   -1    1    1   -0.04799877280000    0.00000000000000
   -1   -1   -1    2    1    0.00000000000000    0.00000000000000
   -1   -1   -1    3    1    0.00000000000000    0.00000000000000
   -1   -1   -1    4    1    0.00000000000000    0.00000000000000
   -1   -1   -1    5    1    0.00000000000000    0.00000000000000
   -1   -1   -1    6    1    0.00000000000000    0.00000000000000
   -1   -1   -1    7    1    0.00000000000000    0.00000000000000
   -1   -1   -1    8    1    0.00000000000000    0.00000000000000
   -1   -1   -1    9    1    0.00000000000000    0.00000000000000
   -1   -1   -1   10    1    0.00000000000000    0.00000000000000
   -1   -1   -1   11    1    0.00000000000000    0.00000000000000
   -1   -1   -1   12    1    0.00000000000000    0.00000000000000
   -1   -1   -1   13    1    0.00000000000000    0.00000000000000
   -1   -1   -1   14    1    0.00000000000000    0.00000000000000
   -1   -1   -1   15    1    0.00000000000000    0.00000000000000
   -1   -1   -1   16    1    0.00000000000000    0.00000000000000
   -1   -1   -1   17    1    0.00000000000000    0.00000000000000
   -1   -1   -1   18    1    0.00000000000000    0.00000000000000
   -1   -1   -1   19    1    0.00000000000000    0.00000000000000
   -1   -1   -1   20    1    0.00000000000000    0.00000000000000
   -1   -1   -1   21    1    0.00000000000000    0.00000000000000
   -1   -1   -1   22    1    0.00000000000000    0.00000000000000
   -1   -1   -1   23    1    0.00000000000000    0.00000000000000
   -1   -1   -1   24    1    0.00000000000000    0.00000000000000
   -1   -1   -1    1    2    0.00000000000000    0.00000000000000
   -1   -1   -1    2    2   -0.04799877280000    0.00000000000000
   -1   -1   -1    3    2    0.00000000000000    0.00000000000000
   -1   -1   -1    4    2    0.00000000000000    0.00000000000000
   -1   -1   -1    5    2    0.00000000000000    0.00000000000000
   -1   -1   -1    6    2    0.00000000000000    0.00000000000000
   -1   -1   -1    7    2    0.00000000000000    0.00000000000000
   -1   -1   -1    8    2    0.00000000000000    0.00000000000000
   -1   -1   -1    9    2    0.00000000000000    0.00000000000000
   -1   -1   -1   10    2    0.00000000000000    0.00000000000000
   -1   -1   -1   11    2    0.00000000000000    0.00000000000000
   -1   -1   -1   12    2    0.00000000000000    0.00000000000000
   -1   -1   -1   13    2    0.00000000000000    0.00000000000000
   -1   -1   -1   14    2    0.00000000000000    0.00000000000000
   -1   -1   -1   15    2    0.00000000000000    0.00000000000000
   -1   -1   -1   16    2    0.00000000000000    0.00000000000000
   -1   -1   -1   17    2    0.00000000000000    0.00000000000000
   -1   -1   -1   18    2    0.00000000000000    0.00000000000000
   -1   -1   -1   19    2    0.00000000000000    0.00000000000000
   -1   -1   -1   20    2    0.00000000000000    0.00000000000000
   -1   -1   -1   21    2    0.00000000000000    0.00000000000000
   -1   -1   -1   22    2    0.00000000000000    0.00000000000000
   -1   -1   -1   23    2    0.00000000000000    0.00000000000000
   -1   -1   -1   24    2    0.00000000000000    0.00000000000000
   -1   -1   -1    1    3    0.00000000000000    0.00000000000000
   -1   -1   -1    2    3    0.00000000000000    0.00000000000000
   -1   -1   -1    3    3   -0.04799877280000    0.00000000000000
   -1   -1   -1    4    3    0.00000000000000    0.00000000000000
   -1   -1   -1    5    3    0.00000000000000    0.00000000000000
   -1   -1   -1    6    3    0.00000000000000    0.00000000000000
   -1   -1   -1    7    3    0.00000000000000    0.00000000000000
   -1   -1   -1    8    3    0.00000000000000    0.00000000000000
   -1   -1   -1    9    3    0.00000000000000    0.00000000000000
   -1   -1   -1   10    3    0.00000000000000    0.00000000000000
   -1   -1   -1   11    3    0.00000000000000    0.00000000000000
   -1   -1   -1   12    3    0.00000000000000    0.00000000000000
   -1   -1   -1   13    3    0.00000000000000    0.00000000000000
   -1   -1   -1   14    3    0.00000000000000    0.00000000000000
   -1   -1   -1   15    3    0.00000000000000    0.00000000000000
   -1   -1   -1   16    3    0.00000000000000    0.00000000000000
   -1   -1   -1   17    3    0.00000000000000    0.00000000000000
   -1   -1   -1   18    3    0.00000000000000    0.00000000000000
   -1   -1   -1   19    3    0.00000000000000    0.00000000000000
   -1   -1   -1   20    3    0.00000000000000    0.00000000000000
   -1   -1   -1   21    3    0.00000000000000    0.00000000000000
   -1   -1   -1   22    3    0.00000000000000    0.00000000000000
   -1   -1   -1   23    3    0.00000000000000    0.00000000000000
   -1   -1   -1   24    3    0.00000000000000    0.00000000000000
   -1   -1   -1    1    4   -1.51200063600000    0.00000000000000
   -1   -1   -1    2    4    0.00000000000000    0.00000000000000
   -1   -1   -1    3    4    0.00000000000000    0.00000000000000
   -1   -1   -1    4    4   -0.04799877280000    0.00000000000000
   -1   -1   -1    5    4    0.00000000000000    0.00000000000000
   -1   -1   -1    6    4    0.00000000000000    0.00000000000000
   -1   -1   -1    7    4    0.00000000000000    0.00000000000000
   -1   -1   -1    8    4    0.00000000000000    0.00000000000000
   -1   -1   -1    9    4    0.00000000000000    0.00000000000000
   -1   -1   -1   10    4    0.00000000000000    0.00000000000000
   -1   -1   -1   11    4    0.00000000000000    0.00000000000000
   -1   -1   -1   12    4    0.00000000000000    0.00000000000000
   -1   -1   -1   13    4    0.00000000000000    0.00000000000000
   -1   -1   -1   14    4    0.00000000000000    0.00000000000000
   -1   -1   -1   15    4    0.00000000000000    0.00000000000000
   -1   -1   -1   16    4    0.00000000000000    0.00000000000000
   -1   -1   -1   17    4    0.00000000000000    0.00000000000000
   -1   -1   -1   18    4    0.00000000000000    0.00000000000000
   -1   -1   -1   19    4    0.00000000000000    0.00000000000000
   -1   -1   -1   20    4    0.00000000000000    0.00000000000000
   -1   -1   -1   21    4    0.00000000000000    0.00000000000000
   -1   -1   -1   22    4    0.00000000000000    0.00000000000000
   -1   -1   -1   23    4    0.00000000000000    0.00000000000000
   -1   -1   -1   24    4    0.00000000000000    0.00000000000000
   -1   -1   -1    1    5    0.00000000000000    0.00000000000000
   -1   -1   -1    2    5    0.03150579000000    0.00000000000000
   -1   -1   -1    3    5    0.00000000000000    0.00000000000000
   -1   -1   -1    4    5    0.00000000000000    0.00000000000000
   -1   -1   -1    5    5   -0.04799877280000    0.00000000000000
   -1   -1   -1    6    5    0.00000000000000    0.00000000000000
   -1   -1   -1    7    5    0.00000000000000    0.00000000000000
   -1   -1   -1    8    5    0.00000000000000    0.00000000000000
   -1   -1   -1    9    5    0.00000000000000    0.00000000000000
   -1   -1   -1   10    5    0.00000000000000    0.00000000000000
   -1   -1   -1   11    5    0.00000000000000    0.00000000000000
   -1   -1   -1   12    5    0.00000000000000    0.00000000000000
   -1   -1   -1   13    5    0.00000000000000    0.00000000000000
   -1   -1   -1   14    5    0.00000000000000    0.00000000000000
   -1   -1   -1   15    5    0.00000000000000    0.00000000000000
   -1   -1   -1   16    5    0.00000000000000    0.00000000000000
   -1   -1   -1   17    5    0.00000000000000    0.00000000000000
   -1   -1   -1   18    5    0.00000000000000    0.00000000000000
   -1   -1   -1   19    5    0.00000000000000    0.00000000000000
   -1   -1   -1   20    5    0.00000000000000    0.00000000000000
   -1   -1   -1   21    5    0.00000000000000    0.00000000000000
   -1   -1   -1   22    5    0.00000000000000    0.00000000000000
   -1   -1   -1   23    5    0.00000000000000    0.00000000000000
   -1   -1   -1   24    5    0.00000000000000    0.00000000000000
   -1   -1   -1    1    6    0.00000000000000    0.00000000000000
   -1   -1   -1    2    6    0.00000000000000    0.00000000000000
